3173360	3184462	2904826	2915926	97.541
1675115	1686143	1515795	1526825	97.652
3126965	3138092	2861406	2872532	97.125
934030	945178	837403	848546	97.013
5196232	5207851	4893197	4904819	95.365
439880	451396	447479	459002	95.464
4763489	4774128	4510830	4521485	97.804
145157	156461	143952	155230	96.022
1030974	1041584	929082	939694	97.458
3515005	3525380	3252455	3262830	98.072
840915	851132	786190	796408	98.347
1646572	1657484	1493136	1504030	96.346
4555137	4565543	4283521	4293928	97.665
1659765	1670960	1504578	1515785	95.203
4489797	4499973	4223194	4233373	97.692
4612902	4623428	4344620	4355146	96.580
2385172	2395500	2160925	2171253	96.989
3360700	3370690	3101740	3111743	97.711
1020168	1030591	918439	928861	96.383
1822749	1832520	1583709	1593481	98.271
815066	824827	772273	782047	98.087
2624838	2635064	2386684	2396899	96.696
4525805	4535607	4259346	4269147	97.929
5176219	5186116	4860623	4870519	97.606
1041697	1051533	939628	949452	97.642
2928289	2938585	2679329	2689625	96.106
671587	681451	630863	640726	97.344
4475765	4485467	4187738	4197430	97.527
4775167	4784772	4529941	4539547	97.762
5018649	5028441	4666271	4676074	97.053
3070616	3080067	2785500	2794952	98.159
274670	284567	269778	279681	96.378
221022	230213	220334	229525	98.183
4623471	4632867	4355266	4364662	97.446
394581	404545	415020	424984	95.555
4141978	4151369	3866207	3875600	97.223
2485503	2494869	2260548	2269916	97.161
782855	791965	741355	750457	97.498
5219601	5228928	4916117	4925420	96.710
3439563	3448880	3174751	3184069	96.408
4325756	4334850	4072838	4081932	97.000
4465950	4474937	4177147	4186134	97.330
1738548	1747657	1552676	1561784	96.916
4565499	4574399	4293977	4302876	97.180
4273012	4281913	4029431	4038332	96.901
1601619	1610284	1454448	1463112	96.723
609092	617729	584196	592823	96.367
4080908	4089391	3814275	3822759	96.747
3565990	3574196	3306706	3314910	97.222
1299122	1307056	1243041	1250983	97.986
4664846	4673058	4401490	4409702	96.676
328309	336441	286479	294613	96.659
4730388	4738058	4464228	4471898	97.603
1973941	1981507	1718671	1726243	97.941
128475	135834	127007	134366	98.628
2207296	2214925	1939867	1947502	97.344
5207965	5215765	4904832	4912632	96.566
765744	773167	716123	723546	97.683
4604560	4612722	4336332	4344496	94.714
2175374	2182806	1905906	1913340	97.229
1371561	1378733	1309876	1317048	98.314
918505	926179	823938	831613	96.209
4452632	4460106	4169537	4176993	96.950
1756505	1763629	1571448	1578572	97.853
4635628	4642907	4373097	4380388	97.107
3097319	3104723	2812032	2819435	96.435
2495244	2502345	2270310	2277411	97.536
1634039	1641356	1483578	1490895	96.611
3431618	3439494	4827847	4835733	94.451
709253	716611	668039	675395	96.293
452294	459588	459975	467276	96.021
3610728	3617509	3350705	3357482	97.685
2402502	2409356	2177620	2184473	97.330
2696474	2703416	2455722	2462665	96.817
66737	73609	60402	67275	96.975
776393	782816	725808	732231	97.805
653813	660042	624610	630839	98.202
1224871	1231232	1125581	1131942	97.517
4971758	4978182	4615665	4622089	97.198
1527664	1533926	1425269	1431531	97.972
424102	430440	440359	446697	97.476
759069	765709	709399	716039	95.998
951650	958022	854980	861353	97.113
2728740	2735074	2488324	2494657	96.685
1487466	1493542	1382149	1388225	97.597
2395611	2401710	2171328	2177427	97.361
493365	499368	498448	504452	97.586
11333	17258	9969	15887	97.875
383870	389936	408132	414197	97.000
3617612	3623634	3362922	3368937	96.565
3979267	3985307	3732961	3739002	96.077
5074363	5080132	4723068	4728837	97.331
4051297	4057115	3788906	3794721	97.027
2122531	2128203	1860471	1866143	97.691
4640961	4646361	2739366	2733964	98.780
486560	492119	492408	497966	97.860
4640943	4646330	4125238	4130626	98.851
926293	932053	831617	837376	96.720
2982037	2987434	4130626	4125224	98.356
4406994	4412392	2739397	2734000	98.353
228408	233736	4241182	4246506	98.744
4682237	4687563	227625	232948	98.706
3785013	3790343	4246507	4241182	98.688
4407159	4412512	227719	233073	98.266
2789689	2795663	2559645	2565606	94.997
1	5559	1	5559	97.000
4641156	4646330	227785	232959	99.228
4641156	4646325	3538550	3533381	99.246
4682239	4687566	3538706	3533383	98.237
4641156	4646321	4418893	4424057	99.168
2982042	2987271	3533381	3538616	98.474
2982037	2987271	232959	227719	98.418
2982045	2987271	4424058	4418827	98.339
4407159	4412389	4418827	4424058	98.282
4682398	4687598	2739169	2733970	98.463
4682332	4687563	4125388	4130615	98.263
4407159	4412392	3538616	3533381	98.227
5097514	5102993	3147839	3153315	96.788
1811215	1816372	1578554	1583711	98.430
3433899	3439498	4016860	4022454	95.488
4789230	4794457	4550611	4555838	97.418
2518520	2525050	2293709	2300241	91.098
1307810	1312921	1251027	1256135	97.770
3991191	3996336	3739006	3744151	97.124
3525443	3530333	3270578	3275468	98.610
567088	572146	568630	573688	97.430
574081	579099	577400	582418	97.649
3049020	3054336	2764193	2769509	95.639
1232115	1236932	1132009	1136826	98.402
2317655	2322558	2069685	2074588	97.716
3605299	3610299	3345569	3350568	97.121
5142022	5147438	3167465	3172886	94.557
1968322	1973077	1713921	1718675	98.318
322388	327426	281380	286417	96.448
2375536	2380742	2150908	2156114	95.295
2612169	2619097	2377426	2384352	88.030
1181563	1186442	1075316	1080196	96.642
4687846	4692579	4424578	4429312	97.381
412668	417567	431230	436125	96.287
1289679	1294521	1235421	1240264	96.554
4342306	4346977	4090750	4095422	97.518
681444	686209	640803	645558	96.582
3561451	3565970	3302542	3307061	97.789
641238	645842	616184	620787	97.177
945466	950075	848535	853143	97.093
4124006	4130478	3857989	3864455	88.252
2380555	2385139	2156217	2160801	96.859
407710	412398	426641	431332	96.081
136069	140668	134676	139275	96.587
4696824	4701528	4431256	4435960	95.494
73665	78169	67447	71951	96.670
2313358	2317674	2015283	2010967	97.823
3169081	3173306	2899910	2904134	98.486
5163401	5167716	4841609	4845933	97.620
1312962	1317209	1256290	1260537	98.046
140799	145151	139384	143736	96.899
5190381	5194579	4883648	4887845	97.905
3370859	3375197	3111902	3116240	96.843
7098	11353	5560	9817	97.163
4291346	4295578	4044779	4049011	97.212
2323772	2327824	2087609	2091649	98.324
4232579	4236701	3943763	3947884	97.720
2409382	2413613	2184561	2188792	96.857
3959723	3963873	3728772	3732922	97.158
5170114	5174224	4855279	4859389	97.300
78149	82551	73758	78187	94.944
1752058	1756002	1567505	1571449	97.973
4784981	4789132	4546387	4550519	96.074
4739753	4743726	4472032	4476004	97.282
4839949	4844413	355757	351291	93.830
3346873	3350665	3083475	3087267	98.550
3342892	3346720	3079652	3083471	97.885
1433081	1439687	1215787	1222357	84.485
4151386	4155540	3875906	3880060	93.944
1580304	1583957	1229141	1232795	97.510
2982010	2985435	4383924	4380495	98.864
4684171	4687598	4380495	4383920	98.776
4408995	4412392	4380495	4383890	98.912
2334130	2338580	351297	355757	91.220
5215858	5219504	4912423	4916068	96.490
230486	233856	4127372	4130739	98.904
4643075	4646361	4243258	4246542	98.906
3785014	3788265	4130620	4127372	99.139
4509766	4513043	4380642	4383924	98.752
3785013	3788265	4383891	4380642	98.986
3785014	3788265	232953	229705	98.986
3785018	3788265	4424057	4420813	99.015
3785013	3788265	2733999	2737248	98.924
5070777	5074464	4719393	4723073	95.073
230486	233736	3536630	3533381	98.833
230486	233736	4380642	4383890	98.833
230486	233733	4420813	4424058	98.832
230486	233736	2737248	2734000	98.710
4509766	4513078	2737248	2733931	97.985
4509766	4513011	3536630	3533381	98.618
4509766	4513016	4127372	4130626	98.558
4509766	4513016	229705	232959	98.528
4509766	4513008	4420813	4424058	98.616
2981973	2985288	4246578	4243258	97.897
4684318	4687599	4243258	4246538	98.205
4409142	4412392	4243258	4246506	98.433
1748670	1752019	1561794	1565143	97.404
3164745	3168510	2895580	2899360	93.256
3352774	3356173	3091862	3095261	96.148
1502265	1505534	1388222	1391501	96.558
2857862	2861065	2612894	2616097	96.286
3929608	3932677	3695047	3698116	97.329
4548307	4551256	4277794	4280743	97.966
3356408	3359501	3096688	3099781	96.220
4177317	4180237	3900374	3903294	97.261
417673	420589	435949	438856	96.918
1440573	1443703	1222856	1225987	94.604
1519320	1522031	1418509	1421220	98.378
1692298	1694965	1526892	1529559	97.601
4632922	4635552	4367764	4370394	97.948
2908282	2910977	2663090	2665785	96.885
2463454	2466589	2238937	2242085	92.508
2341815	2345272	4019563	4023026	89.819
4288188	4290752	4042166	4044730	97.622
2341756	2345315	3171697	3175281	88.720
3436592	3439494	3171745	3174649	93.615
3421402	3424324	4796603	4799509	93.524
2220684	2223448	1225345	1222581	94.836
1571497	1574300	1222581	1225383	94.409
3932835	3935517	3698144	3700824	94.451
2341815	2345314	4832818	4836364	87.825
442527	445550	2083414	2080387	90.942
1295193	1297762	1240268	1242809	95.257
2014084	2016645	1759759	1762320	94.692
3421460	3424565	3975877	3972798	89.699
3119815	3122392	2849937	2852514	93.716
825023	827208	782062	784247	98.124
4485612	4487870	4197457	4199715	96.857
4285235	4287499	4039746	4042010	96.556
2736828	2739007	2494656	2496835	97.523
4761228	4763487	4508753	4511010	96.150
2619144	2621363	2384361	2386580	95.901
1642683	1644784	1490885	1492986	97.336
5107959	5109917	296435	298393	99.490
5107962	5109917	3157344	3159299	99.540
5107952	5109916	4823821	4821856	99.390
5107963	5109917	4011030	4012984	99.540
5107963	5109919	1189954	1187998	99.489
5107963	5109916	3575185	3577138	99.539
5107963	5109916	3957688	3955735	99.488
4640943	4642895	4241032	4242985	99.335
5107963	5109920	2099084	2097128	98.979
2985468	2987403	4242985	4241050	99.226
4507535	4509493	4125232	4127192	98.726
4407008	4408974	4378413	4380388	98.432
4507541	4509493	4378413	4380376	98.575
195763	197654	195089	196980	99.630
4407002	4408962	4241026	4242985	98.422
5133559	5135473	4012984	4014898	99.060
228314	230213	4418733	4420633	99.264
2172479	2174501	1903009	1905030	97.184
4507536	4509493	2739388	2737428	98.115
4249658	4251933	4025775	4028062	93.663
2985456	2987403	4380388	4378431	98.163
3624287	3626232	3368978	3370921	97.997
3910316	3917743	3672353	3679742	75.167
228316	230213	3538706	3536810	98.526
2414403	2416579	2188846	2191015	94.409
3788538	3790433	229525	227627	97.948
5147819	5150132	357023	359342	92.086
3788538	3790433	4420633	4418735	97.685
774229	776221	723784	725776	96.086
2467173	2469283	2242657	2244781	94.173
3436766	3439065	355911	358218	91.771
4487922	4489753	4215766	4217597	97.980
4507691	4509493	4418827	4420633	98.285
3388978	3391289	4740752	4743086	91.278
4507691	4509493	227719	229525	98.230
4507691	4509493	3538616	3536810	98.230
228474	230213	2739169	2737428	99.311
4157687	4160641	3881898	3884804	86.196
3788538	3790277	2737428	2739169	99.024
228408	230213	4125388	4127192	97.845
4682332	4684138	4241182	4242985	97.790
228474	230213	4378627	4380376	98.800
4682398	4684150	4378627	4380388	98.525
3788538	3790343	4127192	4125388	97.296
2341980	2344273	355912	358218	90.686
3788538	3790277	4380376	4378627	98.172
3409928	3411636	306482	304774	98.596
17331	19698	19887	22252	89.574
284346	286385	279364	281385	92.353
3208058	3209725	2939323	2940991	97.784
4947359	4948965	3129645	3128036	98.261
4692623	4694334	4429522	4431233	95.736
4701724	4703396	4436977	4438651	96.358
950059	951663	853216	854820	97.136
3406833	3408720	4794811	4796702	92.559
4138907	4140559	3864502	3866155	96.191
2968849	2970330	440315	438833	98.921
572181	573719	575048	576586	97.726
2968806	2970326	4522031	4523553	98.030
5635	7106	2679227	2677756	98.982
1631712	1633177	2679224	2677757	99.046
4833591	4835510	2117170	2115276	91.615
4574380	4575851	2677756	2679227	98.915
2968853	2970324	3728659	3727188	98.711
2968859	2970324	2677758	2679223	98.704
5637	7107	2732481	2733952	98.507
1631706	1633174	4523557	4522088	98.504
4574378	4575831	2733953	2732501	98.831
2968853	2970306	1056730	1058186	98.765
1631730	1633177	2732501	2733950	98.897
5639	7086	4523551	4522102	98.897
5636	7087	438836	440289	98.762
1631713	1633176	438839	440304	98.499
1631730	1633161	1058186	1056755	99.232
4574400	4575831	1056755	1058186	99.232
5655	7086	1058186	1056755	99.232
5655	7104	3727204	3728653	98.828
4574382	4575831	3728653	3727204	98.828
4574400	4575831	4522102	4523533	99.232
4574399	4575831	440289	438857	99.163
2968859	2970306	2733949	2732501	98.827
1631730	1633176	3727204	3728653	98.828
1236907	1238382	2679234	2677758	98.107
5108499	5109916	339186	340603	99.365
565636	567115	2733952	2732471	97.976
565639	567105	1056736	1058203	97.958
565637	567087	2677756	2679205	98.277
1236933	1238364	1058186	1056755	98.603
565656	567087	4522102	4523533	98.603
1236933	1238364	4523533	4522102	98.603
1236933	1238365	438857	440289	98.535
1236933	1238365	2732501	2733933	98.535
565656	567088	3728635	3727203	98.535
565656	567087	440288	438857	98.534
1236933	1238364	3727204	3728635	98.534
4833591	4835233	4835733	4834092	94.279
1653388	1655060	263795	265467	93.083
3437876	3439494	2115552	2117170	93.969
1699696	1701199	3780578	3782081	96.019
1160903	1162310	1058395	1059797	97.798
4887128	4888981	4001795	4003648	90.129
3399251	3401129	4003647	4001763	89.661
4833591	4835233	3174649	3173031	93.127
264549	266025	1499938	1501414	95.805
4042968	4044471	1533074	1534577	95.289
3439561	3441518	4022549	4024494	88.736
3439563	3441515	358832	360791	88.538
1569729	1571294	1220788	1222354	93.261
4887152	4888947	2079114	2077319	89.699
5147540	5149008	2115276	2116747	94.508
3399284	3401073	2077319	2079114	89.377
5067449	5069022	4715942	4717516	92.381
875772	877119	820740	822087	96.439
4833587	4835233	4022454	4020838	91.162
2383737	2385060	2139820	2141143	96.677
4929585	4931357	4759444	4757672	88.952
4831661	4832910	3176888	3175639	98.000
5108728	5109916	2842415	2841227	99.411
2223651	2225197	1222354	1220807	91.806
4745032	4746301	4479389	4480658	97.087
4650338	4651523	3582964	3581779	98.988
3816405	3817590	4389088	4387903	98.651
5080223	5081577	4733932	4735286	94.539
405506	406874	425285	426640	93.736
5136817	5138025	2091725	2092936	97.030
2327994	2329204	2091725	2092936	96.957
5189162	5190338	4882360	4883536	96.856
3350810	3352132	3090548	3091870	93.529
4911585	4912893	4819132	4817822	93.669
5144905	5146326	354401	355824	91.474
1676329	1680087	4289083	4285322	76.059
1717623	1718720	1549215	1550312	97.905
5147819	5149008	3173031	3174226	95.401
5147819	5149008	4020838	4022026	95.382
4556866	4560723	1520840	1516986	75.692
4727404	4728521	4463107	4464214	96.693
4270893	4272171	4028111	4029389	92.729
2722483	2728125	2482159	2487804	72.960
1596497	1597666	1452338	1453508	94.705
3359559	3360640	3099726	3100805	96.765
2337353	2338580	3170469	3171697	93.036
1550579	1551694	1204299	1205413	95.524
3439563	3440852	4835835	4837125	91.422
4849064	4850433	2092564	2091199	89.891
4834020	4835233	358218	357023	92.276
3408734	3409942	307736	306505	91.761
5151465	5152583	4836342	4837454	93.482
5147819	5149008	4834092	4835304	91.612
5138887	5140064	3162353	3163526	91.709
4839949	4841164	3171697	3170484	90.574
501337	502327	504514	505504	95.863
2334130	2335093	3167477	3168440	96.577
2341964	2342939	2114253	2115232	96.122
5142018	5142998	351281	352260	95.821
1448384	1449309	621927	622851	96.868
4843444	4844413	3168440	3167471	95.155
4835574	4836567	2115250	2114253	94.389
2330158	2331203	3162353	3163407	92.810
4831842	4832910	4024494	4023427	92.049
5119208	5120463	2842420	2843677	87.956
5119208	5120449	3155599	3154355	88.061
5119208	5120449	3978647	3977403	88.061
5146442	5147473	2114250	2115285	92.293
4553553	4554535	4282521	4283495	93.611
4774212	4775137	4523534	4524449	94.618
5107963	5108730	2844432	2843665	99.609
2330117	2331167	2095098	2096155	90.566
2325907	2326744	300353	301191	96.429
4851059	4852180	4795938	4794811	88.859
1600009	1600862	1453615	1454468	95.673
5149152	5150127	3174281	3175256	92.025
5138846	5139904	2095098	2096155	89.727
5135785	5136647	2090800	2091649	95.150
4743767	4744858	4476714	4477805	88.564
4995056	4995843	4638750	4639537	96.954
4831845	4832910	360791	359720	88.630
1856270	1857882	4576183	4577795	81.115
2335353	2336404	3168744	3169793	88.794
2273443	2274905	2015180	2016642	82.538
5149143	5150132	4835356	4836345	89.808
5146461	5147419	355912	356861	90.417
5108383	5109075	3955733	3955041	99.134
4835593	4836551	356861	355912	90.000
5149143	5150132	4022072	4023049	89.315
4814821	4816433	1606197	1607809	80.235
4849990	4850854	3157005	3156141	91.926
3429518	3430464	4826614	4827558	89.800
3436752	3437732	2114254	2115250	88.589
4835573	4836775	3172887	3171697	84.711
3631103	3633321	961841	964059	76.497
2344312	2345272	358346	359319	88.900
5146306	5147438	4832808	4833948	85.529
439266	439987	446764	447486	95.989
5146306	5147434	4019553	4020689	85.565
4835573	4836716	4833949	4832818	85.092
5138150	5138842	2092958	2093644	96.825
3311442	3312986	4583671	4585215	80.206
4835578	4836716	4020689	4019563	85.114
4822319	4823853	3052550	3054084	80.091
5149143	5150109	2116793	2117746	87.654
545555	548657	3528019	3524920	73.355
1065793	1067905	3375725	3377837	75.869
917927	918508	822069	822650	97.595
1723107	1723700	1551243	1551837	96.471
4715478	4716110	4450925	4451558	93.691
5151463	5152256	4023044	4023831	88.206
2518507	2519791	2296882	2298166	79.752
4923951	4924445	3957725	3958220	99.597
5151529	5152256	3175322	3176044	89.163
4017671	4018359	3757678	3758375	89.828
5151463	5152256	359337	360125	86.842
1577012	1577814	1227192	1227994	86.460
485860	486435	491834	492409	94.097
3604469	3604977	3345064	3345572	97.446
4019958	4020663	3758464	3759165	88.842
4003065	4004633	3238368	3236799	76.652
2927754	2928279	2677246	2677771	95.446
4853697	4855021	2942468	2943794	77.903
3080175	3080621	2794927	2795373	99.105
3499067	3500644	3748723	3747145	76.003
2327374	2327917	3156563	3157105	92.661
5136197	5136740	3156563	3157105	92.661
5069049	5069516	4717675	4718141	96.795
5168484	5168936	4854777	4855228	97.792
366216	366845	1550335	1550964	88.748
4037214	4040285	551646	548568	71.575
604890	605392	582421	582922	93.638
4931103	4931701	2843347	2842749	89.167
4931103	4931701	3154672	3155270	89.167
4931103	4931701	3977720	3978318	89.167
273404	273910	268775	269281	92.717
663310	663816	269281	268775	92.717
1633163	1633594	1483147	1483578	97.222
2322764	2323771	303780	304773	79.961
4832999	4833522	3175275	3174751	91.619
270177	270707	268750	269281	91.182
3408192	3408734	308803	308261	90.608
4945825	4946256	3153821	3154252	96.767
666238	666769	269281	268750	90.994
4891114	4891643	2034665	2034113	90.778
2562318	2562765	2327703	2328150	95.536
492808	493227	498029	498449	97.150
878506	878930	295828	296255	96.262
2469281	2469783	2244904	2245409	91.535
4832993	4833522	4836365	4835835	90.038
3407312	3407987	309468	308793	84.808
4851105	4851701	308872	309468	86.957
2560857	2561313	2327262	2327703	93.435
4924089	4924445	4782524	4782168	99.720
4833035	4833522	359320	358832	90.798
4079459	4079859	3814275	3814675	95.262
4884970	4885382	4782032	4781621	94.431
4080425	4080816	3814275	3814666	95.663
2702966	2703416	2462306	2462756	91.796
5104437	5104892	350188	350643	91.447
4079942	4080342	3814275	3814675	94.763
4832888	4833456	2117894	2117338	86.643
664706	665148	269723	269282	91.892
1422862	1423226	1205085	1205451	97.003
1657500	1657946	269282	269727	91.518
3080182	3080539	2795074	2795432	97.500
274223	274669	269282	269727	91.295
773470	773803	723456	723788	99.401
1579670	1580048	1228765	1229145	95.276
662557	662997	269721	269282	90.950
4932923	4933257	2842750	2842416	98.209
5151014	5151422	4825108	4824705	92.683
4932923	4933254	3155269	3155600	98.193
4932923	4933254	3978317	3978648	98.193
5104419	5104984	4006089	4006655	85.185
3439110	3439494	358346	358730	93.766
4833591	4833975	358730	358346	93.506
5103036	5103441	4824708	4825108	92.383
3038271	3038625	1245098	1244745	95.775
4833035	4833524	4023027	4022549	87.984
3402090	3402490	4781632	4782032	92.020
1724152	1724479	1551839	1552166	97.561
1371224	1371580	1309718	1310073	94.413
4919966	4920385	338777	339196	90.024
1424415	1424965	1207325	1207874	84.296
4756541	4757846	3046068	3047373	74.221
4917849	4918268	338777	339196	89.311
2253029	2253473	1205466	1205022	87.865
851203	851489	796380	796666	99.303
5162988	5163415	4840758	4841185	88.551
3439629	3440088	2117338	2117785	87.391
4832505	4832910	4837128	4836723	89.655
1575913	1576399	1226410	1226894	85.947
2702951	2703329	2462473	2462850	91.293
1877996	1878423	1627835	1628262	88.167
4847535	4847936	3162758	3162355	89.136
2218546	2219032	1226894	1226410	85.276
3080320	3080621	2794932	2795232	96.370
1877901	1878322	1628028	1628452	87.850
4915191	4915526	4819131	4818795	93.175
5104311	5105033	342080	341357	79.070
2334125	2334414	2107849	2108138	96.897
3815497	3816281	3577892	3578672	78.003
4844123	4844413	2108138	2107848	95.533
2703042	2703416	2462200	2462574	89.067
2810969	2811252	2579940	2580224	95.789
4847535	4847940	2095541	2095137	86.553
5142022	5142319	2107842	2108138	93.624
2215335	2215625	1229054	1228763	93.836
5143305	5144473	352522	353699	73.764
5150293	5150576	4825390	4825107	94.035
3935574	3935869	2088499	2088793	92.905
2144102	2144798	4887700	4887004	77.794
135826	136253	134530	134956	84.615
5103879	5104162	4825107	4825390	93.333
4842127	4843182	3169793	3168744	74.278
1878111	1878423	1627854	1628163	90.735
5097065	5097407	4006322	4005979	88.406
5133184	5133408	3958221	3957997	99.556
2702966	2703238	2462579	2462850	93.773
5133185	5133408	4782168	4782391	99.554
5106398	5106842	2083883	2084309	83.632
5097065	5097407	341739	342080	87.791
4858443	4859159	2947205	2947928	76.986
2324663	2324956	3703498	3703792	91.186
4218052	4218311	3922005	3922263	94.231
132283	132851	131124	131683	79.617
850841	851122	795927	796191	92.908
1298498	1298729	1242810	1243041	96.983
132592	133151	130815	131383	79.443
850652	850916	796116	796397	92.553
5175559	5176186	4859540	4860166	78.041
1877900	1878229	1628123	1628458	87.500
3042885	3043234	1244745	1244396	86.080
2416642	2416888	2190422	2190668	93.927
4774123	4774385	4521557	4521820	92.045
1288650	1288859	1235257	1235466	98.095
4774123	4774385	4521784	4522044	91.635
5142750	5142998	2108131	2108379	92.800
2462572	2463063	2238061	2238552	80.040
2326501	2326749	3954472	3954224	92.771
1030627	1030927	2269954	2270257	88.197
271020	271262	269282	269524	93.004
4774123	4774385	4521670	4521932	90.909
3080182	3080400	2795213	2795432	95.475
3387077	3387314	4593146	4592909	92.887
2703017	2703416	2156347	2155926	82.270
4978301	4978492	4621975	4622167	98.964
3209527	3209718	2940682	2940872	98.958
1448009	1448279	621674	621939	89.668
1793631	1794248	1045901	1045299	77.338
1444879	1445251	1226404	1226777	82.888
5215604	5216048	2155927	2156352	81.481
4923271	4923543	4006655	4006383	88.686
2494908	2495185	2270263	2269986	88.214
3209417	3209607	2940792	2940982	97.906
1765860	1766130	621939	621674	88.930
1527219	1527552	1421334	1421668	84.524
2322558	2322776	2068979	2068759	93.665
1439865	1440119	1222565	1222819	89.844
4924233	4924447	4756603	4756817	93.953
1145242	1145838	786852	787448	76.500
5215656	5215866	4912423	4912632	94.313
5215757	5215967	4912423	4912632	94.313
1574537	1574818	1225706	1225987	86.926
4774164	4774385	4521484	4521706	92.377
5133185	5133397	4756815	4756603	93.427
4843428	4843692	2108392	2108131	88.302
4080907	4081271	1292121	1292484	82.385
2334845	2335094	2108131	2108380	89.243
841577	842173	1041135	1041731	76.206
4156910	4157266	3881796	3882158	82.369
4079941	4080305	1292121	1292484	82.114
417485	417661	435949	436125	97.740
573783	573998	2269979	2270195	92.166
